Lead Actuator Force ,Lead Actuator Displacment 
27.92,17.12
27.97,17.18
28.02,17.24
28.07,17.31
28.11,17.37
28.16,17.43
28.21,17.50
28.26,17.56
28.30,17.62
28.35,17.68
28.39,17.75
28.44,17.81
28.49,17.87
28.53,17.94
28.58,18.00
28.62,18.06
28.67,18.13
28.71,18.19
28.76,18.25
28.80,18.31
28.84,18.38
28.88,18.44
28.91,18.50
28.95,18.57
29.00,18.63
29.05,18.69
29.04,18.76
29.10,18.82
29.15,18.88
29.19,18.95
29.18,19.01
29.24,19.07
29.30,19.13
29.28,19.20
29.33,19.26
29.39,19.32
29.44,19.39
29.43,19.45
29.46,19.51
29.30,19.52
28.80,19.47
28.16,19.41
27.62,19.34
27.12,19.27
26.68,19.20
26.28,19.13
25.94,19.07
25.61,19.01
25.28,18.94
24.97,18.88
24.68,18.81
24.40,18.75
24.15,18.69
23.89,18.62
23.62,18.56
23.38,18.50
23.12,18.43
22.89,18.37
22.65,18.30
22.41,18.24
22.17,18.18
21.94,18.11
21.71,18.05
21.49,17.99
21.26,17.92
21.03,17.86
20.80,17.80
20.58,17.74
20.36,17.67
20.14,17.61
19.92,17.54
19.70,17.48
19.48,17.42
19.26,17.35
19.05,17.29
18.82,17.23
18.60,17.16
18.39,17.10
18.18,17.04
17.97,16.97
17.76,16.91
17.54,16.85
17.33,16.79
17.13,16.72
16.92,16.66
16.71,16.59
16.51,16.53
16.30,16.47
16.10,16.40
15.90,16.34
15.70,16.28
15.50,16.21
15.30,16.15
15.11,16.09
14.92,16.02
14.73,15.96
14.53,15.90
14.35,15.83
14.16,15.77
13.99,15.71
13.80,15.64
13.62,15.58
13.44,15.52
13.27,15.46
13.09,15.39
12.93,15.33
12.75,15.27
12.57,15.20
12.41,15.14
12.26,15.08
12.09,15.01
11.92,14.95
11.80,14.88
11.63,14.82
11.46,14.76
11.30,14.70
11.20,14.63
11.04,14.57
10.87,14.51
10.72,14.44
10.61,14.38
10.47,14.32
10.30,14.25
10.15,14.18
10.05,14.12
9.91,14.06
9.73,14.00
9.59,13.94
9.50,13.87
9.35,13.81
9.19,13.74
9.05,13.68
8.95,13.62
8.80,13.55
8.66,13.49
8.53,13.43
8.45,13.37
8.28,13.30
8.15,13.24
8.03,13.18
7.96,13.11
7.80,13.05
7.68,12.99
7.55,12.92
7.49,12.86
7.35,12.79
7.23,12.73
7.10,12.67
7.00,12.61
6.93,12.54
6.81,12.48
6.69,12.42
6.58,12.35
6.48,12.29
6.38,12.22
6.33,12.17
6.21,12.10
6.10,12.04
6.00,11.97
5.91,11.91
5.81,11.85
5.76,11.78
5.67,11.72
5.56,11.66
5.47,11.59
5.40,11.53
5.34,11.47
5.24,11.40
5.16,11.34
5.07,11.28
5.00,11.21
4.94,11.15
4.86,11.09
4.76,11.03
4.70,10.96
4.69,10.90
4.58,10.83
4.50,10.77
4.41,10.71
4.33,10.65
4.31,10.58
4.21,10.52
4.12,10.46
4.04,10.39
3.96,10.33
3.91,10.27
3.83,10.20
3.72,10.14
3.63,10.08
3.56,10.02
3.50,9.95
3.42,9.89
3.32,9.83
3.21,9.76
3.14,9.70
3.05,9.63
2.99,9.57
2.91,9.51
2.81,9.44
2.71,9.38
2.65,9.32
2.55,9.26
2.50,9.19
2.39,9.13
2.31,9.07
2.21,9.01
2.14,8.94
2.04,8.88
1.98,8.81
1.90,8.75
1.80,8.68
1.72,8.62
1.64,8.56
1.55,8.50
1.47,8.43
1.40,8.37
1.31,8.31
1.24,8.25
1.17,8.18
1.08,8.12
1.00,8.05
0.93,7.99
0.85,7.93
0.77,7.87
0.70,7.81
0.62,7.74
0.56,7.68
0.48,7.61
0.41,7.56
0.34,7.49
0.26,7.42
0.19,7.36
0.12,7.30
0.04,7.23
-0.03,7.17
-0.10,7.11
-0.17,7.05
-0.24,6.98
-0.31,6.92
-0.38,6.85
-0.45,6.79
-0.53,6.73
-0.61,6.66
-0.68,6.60
-0.76,6.54
-0.83,6.48
-0.90,6.42
-0.98,6.35
-1.05,6.29
-1.13,6.23
-1.21,6.16
-1.28,6.10
-1.35,6.04
-1.43,5.97
-1.50,5.91
-1.58,5.84
-1.65,5.78
-1.72,5.72
-1.80,5.65
-1.87,5.59
-1.95,5.53
-2.02,5.46
-2.10,5.40
-2.18,5.34
-2.25,5.28
-2.33,5.22
-2.40,5.15
-2.47,5.09
-2.55,5.02
-2.62,4.96
-2.70,4.90
-2.78,4.83
-2.85,4.77
-2.92,4.71
-3.00,4.64
-3.08,4.58
-3.15,4.52
-3.22,4.46
-3.30,4.39
-3.37,4.33
-3.45,4.27
-3.52,4.20
-3.59,4.14
-3.67,4.08
-3.74,4.02
-3.81,3.95
-3.88,3.89
-3.83,3.83
-3.99,3.76
-4.04,3.70
-4.18,3.63
-4.20,3.57
-4.31,3.51
-4.40,3.44
-4.45,3.38
-4.54,3.32
-4.62,3.26
-4.69,3.19
-4.77,3.13
-4.85,3.07
-4.92,3.01
-5.01,2.94
-5.08,2.88
-5.15,2.82
-5.23,2.75
-5.31,2.69
-5.38,2.63
-5.46,2.56
-5.54,2.50
-5.62,2.44
-5.69,2.37
-5.78,2.31
-5.84,2.25
-5.92,2.18
-6.00,2.12
-6.07,2.06
-6.15,1.99
-6.23,1.93
-6.30,1.86
-6.38,1.80
-6.45,1.74
-6.53,1.68
-6.60,1.61
-6.67,1.55
-6.75,1.49
-6.82,1.43
-6.89,1.36
-6.97,1.30
-7.04,1.24
-7.11,1.17
-7.18,1.11
-7.26,1.04
-7.33,0.98
-7.40,0.92
-7.47,0.86
-7.54,0.79
-7.62,0.73
-7.69,0.67
-7.76,0.61
-7.84,0.54
-7.91,0.48
-7.98,0.42
-8.06,0.36
-8.13,0.29
-8.20,0.23
-8.28,0.16
-8.35,0.10
-8.42,0.04
-8.50,-0.02
-8.56,-0.09
-8.64,-0.15
-8.71,-0.22
-8.79,-0.28
-8.85,-0.34
-8.93,-0.40
-9.00,-0.47
-9.07,-0.53
-9.15,-0.59
-9.23,-0.66
-9.31,-0.72
-9.39,-0.78
-9.49,-0.85
-9.59,-0.91
-9.71,-0.97
-9.84,-1.03
-9.97,-1.10
-10.11,-1.16
-10.24,-1.22
-10.37,-1.29
-10.50,-1.35
-10.62,-1.41
-10.73,-1.47
-10.84,-1.54
-10.93,-1.60
-11.03,-1.67
-11.13,-1.73
-11.23,-1.79
-11.33,-1.86
-11.42,-1.92
-11.52,-1.98
-11.62,-2.04
-11.71,-2.10
-11.81,-2.17
-11.91,-2.23
-12.00,-2.29
-12.09,-2.36
-12.17,-2.42
-12.24,-2.49
-12.33,-2.55
-12.40,-2.61
-12.48,-2.67
-12.56,-2.74
-12.63,-2.80
-12.71,-2.87
-12.79,-2.93
-12.86,-2.99
-12.94,-3.05
-13.01,-3.11
-13.09,-3.18
-13.16,-3.24
-13.25,-3.30
-13.32,-3.37
-13.41,-3.43
-13.49,-3.49
-13.58,-3.56
-13.65,-3.62
-13.74,-3.68
-13.82,-3.75
-13.91,-3.81
-13.99,-3.87
-14.08,-3.93
-14.17,-4.00
-14.27,-4.06
-14.35,-4.12
-14.45,-4.19
-14.54,-4.25
-14.63,-4.31
-14.73,-4.38
-14.82,-4.44
-14.92,-4.50
-15.02,-4.56
-15.11,-4.63
-15.22,-4.69
-15.31,-4.75
-15.41,-4.82
-15.51,-4.88
-15.62,-4.95
-15.72,-5.01
-15.82,-5.07
-15.91,-5.13
-16.02,-5.20
-16.12,-5.26
-16.22,-5.32
-16.32,-5.39
-16.42,-5.45
-16.52,-5.51
-16.62,-5.57
-16.72,-5.64
-16.82,-5.70
-16.93,-5.76
-17.03,-5.83
-17.14,-5.89
-17.24,-5.95
-17.34,-6.02
-17.44,-6.08
-17.55,-6.14
-17.65,-6.21
-17.75,-6.27
-17.85,-6.33
-17.96,-6.40
-18.06,-6.46
-18.16,-6.52
-18.26,-6.58
-18.36,-6.64
-18.46,-6.71
-18.56,-6.77
-18.66,-6.84
-18.76,-6.90
-18.86,-6.96
-18.96,-7.02
-19.06,-7.09
-19.16,-7.15
-19.26,-7.22
-19.36,-7.28
-19.46,-7.34
-19.55,-7.41
-19.66,-7.47
-19.75,-7.53
-19.85,-7.59
-19.94,-7.66
-20.04,-7.72
-20.14,-7.78
-20.23,-7.84
-20.32,-7.91
-20.41,-7.97
-20.50,-8.03
-20.60,-8.10
-20.70,-8.16
-20.75,-8.22
-20.85,-8.28
-20.95,-8.35
-21.04,-8.41
-21.13,-8.47
-21.19,-8.54
-21.30,-8.60
-21.39,-8.66
-21.48,-8.72
-21.53,-8.79
-21.63,-8.85
-21.72,-8.92
-21.82,-8.98
-21.88,-9.04
-21.96,-9.11
-22.05,-9.17
-22.14,-9.23
-22.23,-9.29
-22.28,-9.36
-22.37,-9.42
-22.46,-9.48
-22.54,-9.55
-22.59,-9.61
-22.67,-9.67
-22.76,-9.74
-22.85,-9.80
-22.93,-9.86
-22.98,-9.92
-23.06,-9.99
-23.15,-10.05
-23.23,-10.11
-23.27,-10.18
-23.36,-10.24
-23.44,-10.30
-23.53,-10.36
-23.56,-10.43
-23.65,-10.49
-23.71,-10.56
-23.79,-10.61
-23.87,-10.68
-23.92,-10.74
-23.99,-10.81
-24.08,-10.87
-24.15,-10.93
-24.18,-11.00
-24.27,-11.06
-24.35,-11.12
-24.42,-11.19
-24.46,-11.25
-24.52,-11.31
-24.61,-11.37
-24.67,-11.44
-24.74,-11.50
-24.78,-11.57
-24.86,-11.63
-24.93,-11.69
-24.99,-11.75
-25.03,-11.82
-25.08,-11.88
-25.16,-11.94
-25.23,-12.00
-25.25,-12.07
-25.33,-12.13
-25.40,-12.19
-25.46,-12.25
-25.49,-12.32
-25.54,-12.38
-25.61,-12.44
-25.68,-12.51
-25.74,-12.57
-25.77,-12.64
-25.84,-12.70
-25.90,-12.76
-25.96,-12.82
-25.99,-12.89
-26.04,-12.95
-26.11,-13.01
-26.16,-13.07
-26.19,-13.14
-26.25,-13.20
-26.31,-13.26
-26.38,-13.33
-26.40,-13.39
-26.46,-13.45
-26.52,-13.52
-26.58,-13.58
-26.63,-13.65
-26.65,-13.71
-26.71,-13.77
-26.77,-13.83
-26.83,-13.89
-26.85,-13.96
-26.92,-14.02
-26.99,-14.09
-27.07,-14.15
-27.14,-14.21
-27.19,-14.27
-27.26,-14.34
-27.34,-14.40
-27.42,-14.46
-27.45,-14.53
-27.51,-14.59
-27.58,-14.65
-27.66,-14.72
-27.73,-14.78
-27.79,-14.84
-27.82,-14.91
-27.90,-14.97
-27.96,-15.03
-28.03,-15.09
-28.10,-15.16
-28.16,-15.22
-28.18,-15.28
-28.26,-15.34
-28.32,-15.41
-28.39,-15.47
-28.46,-15.53
-28.52,-15.60
-28.57,-15.66
-28.63,-15.72
-28.69,-15.79
-28.75,-15.85
-28.81,-15.91
-28.86,-15.98
-28.92,-16.04
-28.97,-16.10
-29.03,-16.16
-29.09,-16.23
-29.14,-16.29
-29.19,-16.35
-29.25,-16.41
-29.30,-16.48
-29.36,-16.54
-29.41,-16.60
-29.47,-16.67
-29.52,-16.73
-29.57,-16.79
-29.63,-16.86
-29.68,-16.92
-29.73,-16.98
-29.79,-17.05
-29.84,-17.11
-29.89,-17.17
-29.94,-17.24
-29.99,-17.30
-30.05,-17.36
-30.10,-17.42
-30.15,-17.49
-30.20,-17.55
-30.25,-17.61
-30.30,-17.68
-30.36,-17.74
-30.41,-17.80
-30.46,-17.87
-30.51,-17.93
-30.56,-17.99
-30.61,-18.06
-30.66,-18.12
-30.71,-18.18
-30.76,-18.25
-30.81,-18.31
-30.86,-18.37
-30.91,-18.43
-30.96,-18.50
-31.00,-18.56
-31.05,-18.62
-31.10,-18.68
-31.15,-18.75
-31.20,-18.81
-31.25,-18.87
-31.29,-18.94
-31.34,-19.00
-31.39,-19.07
-31.44,-19.13
-31.48,-19.19
-31.53,-19.25
-31.58,-19.32
-31.62,-19.38
-31.67,-19.44
-31.71,-19.51
-31.54,-19.53
-31.06,-19.48
-30.57,-19.42
-30.00,-19.34
-29.41,-19.27
-28.95,-19.20
-28.49,-19.14
-28.05,-19.07
-27.66,-19.01
-27.29,-18.95
-26.88,-18.88
-26.51,-18.82
-26.15,-18.76
-25.79,-18.69
-25.44,-18.63
-25.10,-18.56
-24.76,-18.50
-24.45,-18.44
-24.16,-18.37
-23.86,-18.31
-23.58,-18.24
-23.29,-18.18
-23.03,-18.12
-22.77,-18.06
-22.51,-17.99
-22.26,-17.93
-22.01,-17.86
-21.76,-17.80
-21.53,-17.74
-21.30,-17.68
-21.06,-17.61
-20.82,-17.55
-20.60,-17.49
-20.37,-17.42
-20.16,-17.36
-19.94,-17.29
-19.72,-17.23
-19.49,-17.17
-19.27,-17.11
-19.05,-17.04
-18.83,-16.98
-18.60,-16.92
-18.38,-16.85
-18.17,-16.79
-17.95,-16.72
-17.74,-16.66
-17.52,-16.60
-17.30,-16.53
-17.09,-16.47
-16.88,-16.41
-16.67,-16.34
-16.46,-16.28
-16.25,-16.22
-16.04,-16.16
-15.84,-16.09
-15.63,-16.03
-15.43,-15.96
-15.23,-15.90
-15.03,-15.84
-14.84,-15.77
-14.64,-15.71
-14.44,-15.65
-14.25,-15.58
-14.05,-15.52
-13.86,-15.46
-13.66,-15.39
-13.46,-15.33
-13.26,-15.27
-13.06,-15.20
-12.86,-15.14
-12.67,-15.08
-12.47,-15.01
-12.28,-14.95
-12.09,-14.89
-11.90,-14.83
-11.71,-14.76
-11.53,-14.70
-11.34,-14.64
-11.16,-14.57
-10.97,-14.51
-10.79,-14.44
-10.62,-14.38
-10.43,-14.32
-10.26,-14.26
-10.09,-14.19
-9.91,-14.13
-9.74,-14.07
-9.57,-14.01
-9.40,-13.94
-9.23,-13.88
-9.07,-13.82
-8.90,-13.75
-8.74,-13.68
-8.58,-13.62
-8.42,-13.56
-8.27,-13.49
-8.11,-13.43
-7.96,-13.37
-7.81,-13.31
-7.65,-13.24
-7.51,-13.18
-7.37,-13.12
-7.22,-13.05
-7.08,-12.99
-6.95,-12.93
-6.81,-12.86
-6.68,-12.80
-6.55,-12.74
-6.42,-12.67
-6.29,-12.61
-6.17,-12.55
-6.04,-12.48
-5.92,-12.42
-5.80,-12.35
-5.68,-12.29
-5.57,-12.23
-5.45,-12.16
-5.34,-12.10
-5.23,-12.04
-5.12,-11.98
-5.02,-11.91
-4.92,-11.85
-4.81,-11.79
-4.71,-11.72
-4.62,-11.66
-4.52,-11.60
-4.44,-11.54
-4.34,-11.47
-4.25,-11.41
-4.17,-11.35
-4.09,-11.28
-4.01,-11.22
-3.93,-11.16
-3.85,-11.09
-3.77,-11.03
-3.70,-10.97
-3.63,-10.91
-3.55,-10.84
-3.48,-10.77
-3.41,-10.71
-3.34,-10.64
-3.27,-10.58
-3.21,-10.52
-3.14,-10.46
-3.08,-10.40
-3.01,-10.34
-2.94,-10.27
-2.88,-10.21
-2.81,-10.15
-2.74,-10.08
-2.68,-10.02
-2.61,-9.96
-2.56,-9.89
-2.49,-9.83
-2.42,-9.76
-2.36,-9.70
-2.29,-9.64
-2.23,-9.58
-2.16,-9.51
-2.09,-9.45
-2.03,-9.39
-1.97,-9.32
-1.91,-9.26
-1.84,-9.20
-1.78,-9.14
-1.72,-9.07
-1.65,-9.01
-1.59,-8.94
-1.52,-8.88
-1.46,-8.82
-1.40,-8.75
-1.34,-8.69
-1.28,-8.63
-1.22,-8.56
-1.15,-8.50
-1.10,-8.44
-1.03,-8.38
-0.98,-8.31
-0.92,-8.25
-0.86,-8.19
-0.81,-8.12
-0.75,-8.06
-0.68,-8.00
-0.62,-7.94
-0.56,-7.87
-0.50,-7.81
-0.43,-7.74
-0.38,-7.68
-0.31,-7.62
-0.26,-7.56
-0.19,-7.49
-0.13,-7.43
-0.07,-7.36
-0.01,-7.30
0.05,-7.24
0.12,-7.18
0.18,-7.12
0.24,-7.05
0.31,-6.99
0.37,-6.92
0.44,-6.86
0.51,-6.80
0.57,-6.74
0.64,-6.67
0.71,-6.61
0.77,-6.54
0.84,-6.49
0.91,-6.42
0.97,-6.36
1.05,-6.29
1.13,-6.23
1.20,-6.16
1.28,-6.10
1.35,-6.04
1.43,-5.97
1.51,-5.91
1.58,-5.85
1.66,-5.78
1.74,-5.72
1.82,-5.66
1.89,-5.59
1.97,-5.53
2.05,-5.47
2.13,-5.41
2.21,-5.34
2.29,-5.28
2.37,-5.22
2.45,-5.15
2.53,-5.09
2.61,-5.03
2.69,-4.96
2.78,-4.90
2.85,-4.84
2.94,-4.78
3.02,-4.71
3.10,-4.65
3.18,-4.59
3.26,-4.53
3.35,-4.46
3.43,-4.40
3.52,-4.34
3.60,-4.27
3.69,-4.21
3.77,-4.15
3.86,-4.08
3.95,-4.02
4.03,-3.96
4.12,-3.89
4.20,-3.83
4.30,-3.77
4.38,-3.70
4.46,-3.64
4.54,-3.58
4.63,-3.52
4.71,-3.45
4.79,-3.39
4.87,-3.32
4.95,-3.26
5.03,-3.20
5.11,-3.14
5.19,-3.07
5.27,-3.01
5.36,-2.95
5.44,-2.88
5.52,-2.82
5.61,-2.75
5.69,-2.70
5.78,-2.63
5.86,-2.57
5.94,-2.51
6.02,-2.44
6.11,-2.38
6.19,-2.32
6.28,-2.25
6.36,-2.19
6.45,-2.13
6.53,-2.06
6.61,-2.00
6.70,-1.94
6.78,-1.88
6.86,-1.81
6.94,-1.75
7.03,-1.68
7.11,-1.62
7.19,-1.56
7.27,-1.49
7.36,-1.43
7.43,-1.37
7.52,-1.30
7.59,-1.24
7.67,-1.18
7.75,-1.12
7.83,-1.05
7.90,-0.99
7.98,-0.92
8.06,-0.86
8.13,-0.80
8.21,-0.74
8.28,-0.67
8.35,-0.61
8.43,-0.55
8.50,-0.48
8.57,-0.42
8.65,-0.36
8.72,-0.29
8.79,-0.23
8.87,-0.17
8.93,-0.11
9.01,-0.04
9.08,0.02
9.16,0.08
9.23,0.15
9.30,0.21
9.37,0.27
9.45,0.34
9.52,0.40
9.59,0.46
9.66,0.52
9.73,0.59
9.81,0.65
9.88,0.72
9.95,0.78
10.02,0.84
10.09,0.90
10.16,0.97
10.24,1.03
10.31,1.09
10.38,1.16
10.45,1.22
10.53,1.28
10.60,1.35
10.68,1.41
10.76,1.47
10.84,1.54
10.92,1.60
11.00,1.66
11.08,1.72
11.16,1.79
11.25,1.85
11.33,1.91
11.41,1.98
11.49,2.04
11.57,2.10
11.65,2.17
11.73,2.23
11.81,2.29
11.89,2.35
11.97,2.42
12.04,2.48
12.12,2.54
12.20,2.61
12.28,2.67
12.36,2.73
12.43,2.80
12.51,2.86
12.59,2.92
12.66,2.98
12.74,3.05
12.82,3.11
12.89,3.17
12.97,3.24
13.05,3.30
13.12,3.37
13.20,3.43
13.27,3.49
13.35,3.56
13.42,3.62
13.50,3.68
13.57,3.74
13.64,3.80
13.72,3.87
13.79,3.93
13.86,4.00
13.93,4.06
14.00,4.12
14.08,4.18
14.14,4.25
14.22,4.31
14.29,4.37
14.36,4.44
14.43,4.50
14.50,4.56
14.57,4.62
14.64,4.69
14.71,4.75
14.77,4.82
14.85,4.88
14.91,4.94
14.97,5.00
15.05,5.07
15.11,5.13
15.18,5.19
15.25,5.26
15.31,5.32
15.37,5.38
15.44,5.44
15.51,5.51
15.57,5.57
15.63,5.63
15.69,5.70
15.76,5.76
15.82,5.82
15.89,5.89
15.95,5.95
16.01,6.01
16.07,6.08
16.13,6.14
16.20,6.20
16.25,6.27
16.31,6.33
16.37,6.39
16.43,6.46
16.49,6.52
16.55,6.58
16.60,6.64
16.66,6.71
16.72,6.77
16.78,6.84
16.83,6.90
16.89,6.96
16.94,7.02
17.00,7.09
17.06,7.15
17.11,7.21
17.17,7.27
17.23,7.34
17.29,7.40
17.35,7.46
17.41,7.53
17.46,7.59
17.53,7.65
17.59,7.72
17.65,7.78
17.71,7.84
17.76,7.91
17.82,7.97
17.88,8.03
17.94,8.10
18.00,8.16
18.06,8.22
18.12,8.29
18.18,8.35
18.24,8.41
18.31,8.47
18.37,8.54
18.43,8.60
18.49,8.66
18.56,8.73
18.63,8.79
18.69,8.85
18.76,8.91
18.83,8.98
18.89,9.04
18.96,9.10
19.03,9.16
19.09,9.23
19.17,9.29
19.24,9.35
19.30,9.42
19.37,9.48
19.44,9.55
19.51,9.61
19.58,9.67
19.64,9.73
19.71,9.80
19.77,9.86
19.84,9.92
19.91,9.98
19.98,10.05
20.05,10.11
20.11,10.18
20.18,10.24
20.25,10.30
20.33,10.36
20.40,10.42
20.48,10.49
20.54,10.55
20.62,10.62
20.71,10.68
20.80,10.75
20.88,10.81
20.96,10.87
21.05,10.93
21.12,11.00
21.20,11.06
21.29,11.12
21.36,11.18
21.45,11.25
21.53,11.31
21.60,11.37
21.69,11.43
21.77,11.50
21.86,11.56
21.93,11.62
22.01,11.69
22.09,11.75
22.18,11.81
22.27,11.88
22.35,11.94
22.42,12.01
22.50,12.07
22.59,12.13
22.67,12.19
22.76,12.26
22.83,12.32
22.87,12.38
22.97,12.45
23.06,12.51
23.15,12.57
23.22,12.64
23.26,12.70
23.35,12.76
23.44,12.82
23.53,12.89
23.61,12.95
23.66,13.01
23.73,13.07
23.82,13.14
23.91,13.20
23.99,13.26
24.01,13.33
24.12,13.39
24.20,13.45
24.29,13.51
24.38,13.58
24.42,13.64
24.49,13.70
24.59,13.77
24.67,13.83
24.74,13.89
24.78,13.96
24.87,14.02
24.96,14.08
25.03,14.15
25.07,14.21
25.16,14.27
25.24,14.34
25.32,14.40
25.39,14.46
25.42,14.52
25.50,14.59
25.59,14.65
25.65,14.71
25.67,14.78
25.75,14.84
25.82,14.90
25.90,14.97
25.96,15.03
25.97,15.09
26.06,15.16
26.11,15.22
26.17,15.28
26.24,15.34
26.24,15.41
26.33,15.47
26.39,15.54
26.45,15.60
26.50,15.66
26.55,15.72
26.61,15.79
26.67,15.85
26.66,15.91
26.74,15.97
26.81,16.04
26.86,16.10
26.91,16.16
26.97,16.22
27.02,16.29
27.07,16.35
27.12,16.41
27.17,16.48
27.22,16.54
27.26,16.60
27.31,16.67
27.36,16.73
27.42,16.80
27.46,16.86
27.51,16.92
27.56,16.98
27.61,17.05
27.65,17.11
27.70,17.17
27.75,17.23
27.80,17.30
27.85,17.36
27.89,17.42
27.94,17.49
27.98,17.55
28.03,17.61
28.08,17.67
28.13,17.74
28.17,17.80
28.21,17.86
28.26,17.93
28.30,17.99
28.35,18.05
28.39,18.12
28.43,18.18
28.48,18.24
28.52,18.30
28.56,18.37
28.61,18.43
28.65,18.49
28.69,18.55
28.73,18.62
28.77,18.68
28.81,18.75
28.85,18.81
28.89,18.87
28.94,18.93
28.98,19.00
29.02,19.06
29.06,19.13
29.10,19.19
29.13,19.25
29.18,19.32
29.21,19.38
29.25,19.44
29.29,19.51
29.09,19.52
28.62,19.48
28.07,19.42
27.50,19.35
26.98,19.28
26.53,19.21
26.13,19.15
25.76,19.08
25.42,19.02
25.07,18.95
24.77,18.89
24.46,18.82
24.18,18.76
23.90,18.70
23.64,18.64
23.37,18.57
23.12,18.51
22.87,18.45
22.62,18.38
22.39,18.32
22.14,18.25
21.91,18.19
21.67,18.13
21.44,18.06
21.21,18.00
20.99,17.94
20.76,17.87
20.52,17.81
20.31,17.75
20.08,17.68
19.85,17.62
19.63,17.56
19.40,17.49
19.18,17.43
18.96,17.37
18.74,17.30
18.52,17.24
18.31,17.18
18.10,17.11
17.88,17.05
17.67,16.99
17.46,16.93
17.25,16.86
17.05,16.79
16.84,16.73
16.63,16.67
16.43,16.61
16.23,16.54
16.03,16.48
15.83,16.41
15.63,16.35
15.44,16.29
15.24,16.23
15.05,16.16
14.86,16.10
14.67,16.04
14.48,15.97
14.29,15.91
14.11,15.85
13.93,15.78
13.74,15.72
13.56,15.65
13.38,15.59
13.20,15.53
13.04,15.47
12.86,15.40
12.68,15.34
12.52,15.28
12.35,15.21
12.18,15.15
12.02,15.09
11.86,15.02
11.70,14.96
11.55,14.89
11.38,14.83
11.24,14.77
11.11,14.71
10.94,14.64
10.79,14.58
10.64,14.51
10.52,14.45
10.37,14.39
10.22,14.32
10.06,14.26
9.96,14.20
9.81,14.13
9.64,14.07
9.49,14.01
9.40,13.94
9.25,13.88
9.09,13.82
8.96,13.76
8.86,13.69
8.71,13.63
8.57,13.57
8.43,13.50
8.34,13.44
8.19,13.38
8.05,13.31
7.93,13.25
7.85,13.19
7.70,13.12
7.57,13.06
7.49,13.00
7.37,12.93
7.22,12.87
7.12,12.80
7.04,12.74
6.91,12.68
6.79,12.62
6.73,12.55
6.60,12.49
6.46,12.43
6.37,12.36
6.30,12.30
6.18,12.24
6.07,12.17
5.98,12.11
5.92,12.05
5.79,11.98
5.70,11.92
5.65,11.86
5.55,11.79
5.43,11.73
5.35,11.67
5.30,11.61
5.19,11.54
5.11,11.48
5.02,11.42
4.97,11.35
4.88,11.29
4.79,11.22
4.71,11.16
4.67,11.10
4.57,11.04
4.49,10.97
4.43,10.91
4.38,10.85
4.29,10.78
4.21,10.72
4.14,10.66
4.11,10.59
4.01,10.53
3.94,10.46
3.86,10.40
3.81,10.34
3.75,10.28
3.65,10.21
3.56,10.15
3.49,10.09
3.43,10.02
3.36,9.96
3.27,9.90
3.17,9.83
3.10,9.77
3.03,9.71
2.97,9.64
2.87,9.58
2.79,9.52
2.70,9.46
2.63,9.39
2.57,9.33
2.48,9.27
2.39,9.20
2.31,9.14
2.23,9.08
2.17,9.01
2.08,8.95
1.99,8.89
1.91,8.82
1.84,8.76
1.75,8.70
1.73,8.63
1.62,8.57
1.54,8.51
1.45,8.44
1.38,8.38
1.30,8.32
1.24,8.26
1.17,8.19
1.11,8.13
1.03,8.07
0.96,8.00
0.87,7.94
0.80,7.87
0.73,7.81
0.66,7.75
0.59,7.69
0.52,7.62
0.47,7.56
0.39,7.49
0.32,7.43
0.24,7.37
0.18,7.31
0.10,7.24
0.04,7.18
-0.03,7.12
-0.09,7.05
-0.17,6.99
-0.24,6.93
-0.32,6.87
-0.40,6.80
-0.45,6.74
-0.52,6.68
-0.60,6.61
-0.68,6.55
-0.75,6.49
-0.83,6.42
-0.90,6.36
-0.95,6.30
-1.03,6.23
-1.11,6.17
-1.18,6.11
-1.27,6.04
-1.34,5.98
-1.38,5.92
-1.46,5.85
-1.55,5.79
-1.62,5.73
-1.70,5.66
-1.77,5.60
-1.83,5.54
-1.89,5.47
-1.98,5.41
-2.06,5.35
-2.13,5.29
-2.21,5.22
-2.26,5.16
-2.33,5.10
-2.43,5.03
-2.51,4.97
-2.57,4.91
-2.66,4.84
-2.72,4.78
-2.79,4.72
-2.87,4.65
-2.96,4.59
-3.02,4.53
-3.09,4.47
-3.16,4.40
-3.25,4.34
-3.33,4.27
-3.41,4.22
-3.48,4.15
-3.54,4.09
-3.61,4.02
-3.70,3.96
-3.78,3.90
-3.63,3.83
-3.76,3.77
-4.00,3.71
-4.01,3.64
-4.15,3.58
-4.19,3.52
-4.27,3.45
-4.34,3.39
-4.44,3.33
-4.52,3.27
-4.59,3.20
-4.67,3.14
-4.74,3.08
-4.81,3.02
-4.90,2.95
-4.98,2.89
-5.06,2.83
-5.15,2.76
-5.19,2.70
-5.30,2.63
-5.36,2.57
-5.45,2.51
-5.53,2.44
-5.58,2.38
-5.67,2.32
-5.75,2.26
-5.83,2.19
-5.91,2.13
-5.99,2.07
-6.06,2.00
-6.12,1.94
-6.20,1.88
-6.29,1.81
-6.36,1.75
-6.44,1.69
-6.53,1.63
-6.58,1.56
-6.67,1.50
-6.75,1.43
-6.82,1.37
-6.90,1.31
-6.97,1.24
-7.04,1.18
-7.12,1.12
-7.19,1.05
-7.26,0.99
-7.33,0.93
-7.40,0.86
-7.48,0.80
-7.55,0.74
-7.62,0.68
-7.69,0.62
-7.76,0.55
-7.84,0.49
